"","V1","V2","V3"
"Chr09_05871584",0,0,0
"Chr09_06004001",0,0,0
"Chr09_06017474",0,0,0
"Chr09_06070614",0,0,0
"Chr09_06168760",0,0,0
"Chr09_06217649",0,0,0
"Chr09_06997056",0,0,0
"Chr09_08085471",-0.0296201002455618,0,0
"Chr09_09431089",0,0,0
"Chr09_11023902",0,0,0
"Chr09_12400317",0,0,0
"Chr09_12887701",0,0,0
"Chr09_13523122",0,0,0
"Chr09_14177203",0,0,0
"Chr09_17084395",0,0,0
"Chr09_17838136",0,0,0
"Chr09_19208463",0,0,-0.0735038894691969
"Chr09_22328586",0,0.0646457640986594,0
"Chr09_28165871",0,0,0
"Chr09_28426149",0,0,0
"Chr09_29149086",0,0,0
"Chr09_29189101",0,-0.0870927582053135,0
"Chr09_31085428",-0.0152853816758439,0,0
"Chr09_31685432",0,0,0
"Chr09_31952618",0,0,0
"Chr09_32645702",0,0,0
"Chr09_33277102",0,0,0
"Chr09_34404547",0,0,0
"Chr09_35083804",0,0,0.11567972047247
"Chr09_35274176",0,0,0
"Chr09_36045757",0,-0.0420410938114753,0
"Chr09_36739730",0,0,0
"Chr09_36808871",0,0,0
"Chr09_37020687",0,0,0
"Chr09_37026725",0,0,0
"Chr09_37270483",0,0,-0.318638158159129
"Chr09_37524782",0,0,0
"Chr09_37967289",0,0,0
"Chr09_38004966",0,0,0
"Chr09_38828543",0.0121004285514031,0,0
"Chr09_38861911",0,0,0
"Chr09_38979073",0,-0.0653818652109701,0
"Chr09_38987768",0,0,0
"Chr09_39228839",0.11676659307394,0,0
"Chr09_39229353",0,0,0
"Chr09_39336839",0,0,0
"Chr09_39381423",-0.0454387637494397,0,0
"Chr09_39422725",0,0,0
"Chr09_39879569",0,0,0
"Chr09_40025669",0,0,0
"Chr09_40142926",0,0,0
"Chr09_40239836",0,0,0
"Chr09_40249351",0,0,0
"Chr09_40287831",0,0,0.223832128551889
"Chr09_40358088",0,0,0
"Chr09_40563363",0,0,0
"Chr09_40608359",0,0,0
"Chr09_40755214",0,0,0
"Chr09_40774864",0,0,0
"Chr09_40938038",0,0,0
"Chr09_40977578",0,0,0
"Chr09_41046674",0,0,0
"Chr09_41105263",0,0,0
"Chr09_41194441",0,0,0
"Chr09_41231305",0,0,0
"Chr09_41271193",0.00464557678533506,0,0
"Chr09_41740642",0,0,0
"Chr09_41893485",0,0,0
"Chr09_41921356",0,0,0
"Chr09_41993187",0,0,0
"Chr09_42233290",0,0,0
"Chr09_42252964",0,0,0
"Chr09_42324833",0,0,0
"Chr09_42386543",0,0,0
"Chr09_42795613",0,-0.124950601388271,0
"Chr09_42831527",0,0,0
"Chr09_42901452",0,0,0
"Chr09_42906600",0,0,0
"Chr09_42948618",0,0,0.0752423771912764
"Chr09_42957017",0,0,0
"Chr09_43168720",0,0,0
"Chr09_43181119",0,0,0
"Chr09_43374422",0,0,0
"Chr09_43398636",0,0,0
"Chr09_43439057",0,0,0
"Chr09_43515309",0,0,0
"Chr09_43616796",0,0,0
"Chr09_43646238",0,0,0
"Chr09_43693212",0,0,0
"Chr09_43735262",0,0,0
"Chr09_43759586",0,0,0
"Chr09_43782687",0,0,0
"Chr09_43885348",0,0,0
"Chr09_43990563",0,0,0
"Chr09_44135104",0,0,0
"Chr09_44215431",0,0,0
"Chr09_44424460",0,0,0
"Chr09_44482753",0,0,0
"Chr09_44837052",0,0,0
"Chr09_44896100",0,0,0
"Chr09_44901198",0,0,0
"Chr09_44939456",0,-0.0443227404466685,0
"Chr09_44966320",0,0,0
"Chr09_44973265",0,0,0
"Chr09_45092040",0,0,0.145145278316493
"Chr09_45141620",0,0,0
"Chr09_45149260",0,0,0
"Chr09_45193447",0,0,0
"Chr09_45197599",0,0,0
"Chr09_45217683",0,0,0
"Chr09_45384929",0,0,0
"Chr09_45386166",0.120962078130349,0,0
"Chr09_45400754",0,0.0259349667471196,0
"Chr09_45463745",0,0,0
"Chr09_45466072",0,0,0
"Chr09_45479607",0,0,0
"Chr09_45496824",0,0,0
"Chr09_45647437",0,0,0
"Chr09_46037046",-0.289156860241629,0,0
"Chr09_46070163",0,0,0
"Chr09_46351418",0,0,0
"Chr09_46565619",0,0,0
"Chr09_46679080",0,0,0
"Chr09_46773660",0,0,0
"Chr09_46839651",0,0,0
"Chr09_46873381",0,0,0
"Chr09_46892969",0,0,0
"Chr09_47054570",0,0,0
"Chr09_47142185",0,0.161673356537865,0
"Chr09_47151338",0,0,0
"Chr09_47173039",0,0,0
"Chr09_47342653",0,0,0
"Chr09_47762374",0,0,0
"Chr09_47910783",0,0,0
"Chr09_48157179",0,0,0
"Chr09_48299673",0,0,0
"Chr09_48346698",0,0,0
"Chr09_48466963",0,0,0
"Chr09_48568584",0,0,0
"Chr09_48682039",0,0,0
"Chr09_48830799",0,0.00983383487382519,0
"Chr09_48961986",0,0,0
"Chr09_49034635",0,0,0
"Chr09_49077131",0,0,0
"Chr09_49098119",0,0,0
"Chr09_49161904",0,0,0
"Chr09_49197067",0,0,0
"Chr09_49317342",0,0,0
"Chr09_49412181",0,0,0
"Chr09_49416678",0,0,0
"Chr09_49427218",0,0,0
"Chr09_49454166",0,0,0
"Chr09_49641527",0,0,0
"Chr09_49653102",0,0,0
"Chr09_49835256",0,0,0
"Chr09_49843533",0,0,0
"Chr09_49847623",0,0,0
"Chr09_49863079",0,0,0.127123074819243
"Chr09_49961396",0,0,0
"Chr09_50077643",0,0,0
"Chr10_00010780",0,0,0
"Chr10_00203550",0,0,0
"Chr10_00216711",0,0,0
"Chr10_00450374",0,0,0
"Chr10_00603748",0,0,-0.201252163567293
"Chr10_00656652",0,0,0
"Chr10_00988485",0,0,0
"Chr10_01083362",0,0,0
"Chr10_01146222",0,0,0
"Chr10_01327128",0,0,0
"Chr10_01333704",0,-0.200537982350168,0
"Chr10_01335224",0,0,0
"Chr10_01348530",0,0,0
"Chr10_01380703",0,0,0
"Chr10_01474605",0,0,0
"Chr10_01502050",0,0,-0.0334120933325733
"Chr10_01532795",0,0,0
"Chr10_01590169",0,0,0
"Chr10_01600049",0,-0.0338085707361063,0
"Chr10_01603631",0,0,0
"Chr10_01887051",0,0,0
"Chr10_02009189",0,0,0
"Chr10_02420249",0,0,0
"Chr10_02435051",0,0.150675107414585,0
"Chr10_02497548",0,0,0
"Chr10_02742428",0,0,0
"Chr10_02920156",0,0,0
"Chr10_03004418",0,0,0
"Chr10_03024198",0,0,0
"Chr10_03194685",0,0,0
"Chr10_03248638",0,0,0
"Chr10_03336327",-0.207280519194313,0,0
"Chr10_03388387",0,0,0
"Chr10_03417379",-0.157399592990178,0,0
"Chr10_03566940",0,0,0
"Chr10_03742731",0,0,0
"Chr10_03866417",0,0.239059041564574,0
"Chr10_03920452",0,0,0
"Chr10_03938379",0,0,0
"Chr10_03995619",0,0,-0.0725309319680625
"Chr10_04015862",0,0,0
"Chr10_04016531",0,0,-0.0500051449768721
"Chr10_04019902",0,0,0
"Chr10_04104540",0,0,0
"Chr10_04129335",0,0,0
"Chr10_04218249",0,0,0
"Chr10_04271953",0,0,0
"Chr10_04399974",0.0286113081632939,0,0
"Chr10_04421748",0,0,0
"Chr10_04506704",0.000401667878862356,0,0
"Chr10_04536018",0,0,0
"Chr10_04594642",-0.117501909688557,0,0
"Chr10_04629834",0,0,0
"Chr10_04641991",0,0,0
"Chr10_04755247",0,0,0
"Chr10_04785367",0,0,0
"Chr10_04890461",0,0,0
"Chr10_05054189",0,0,0
"Chr10_05848594",0,0,0
"Chr10_06196008",0,0,0
"Chr10_06247231",0,0,0
"Chr10_06283918",0,0,0
"Chr10_06402093",0,0,0
"Chr10_06403418",0,0,0
"Chr10_06606871",0,0.294230242660032,0
"Chr10_06619149",0,0,0
"Chr10_06626556",0,0,0
"Chr10_06627443",0,0,0.0719537638883558
"Chr10_07054940",0,0,-0.0815720302241797
"Chr10_07251538",0,0,0
"Chr10_07252239",0,0.430197950705172,0
"Chr10_07258634",0,0,-0.235411589424148
"Chr10_07659140",0.161979213883323,0,0
"Chr10_07708524",0,0,0
"Chr10_07888062",0,0,0
"Chr10_09507978",0,0,0
"Chr10_10165465",0,0,0
"Chr10_10360744",0,0,0
"Chr10_11760191",0,0,0
"Chr10_11834564",0,0,0
"Chr10_11937778",0,0,0
"Chr10_12643614",0,0,0
"Chr10_12753177",0,0,0
"Chr10_12833462",0,0,0
"Chr10_13065469",0,0,0
"Chr10_13370543",0,0,0
"Chr10_14654286",0,0,0
"Chr10_14815942",0,0,0
"Chr10_16729449",0,0,0
"Chr10_18206527",0,0,0
"Chr10_19765250",0,0,0
"Chr10_20182917",0,-0.223728319272453,0
"Chr10_20330202",0,0,0
"Chr10_21052452",-0.405537233784607,0,0
"Chr10_22144252",0,0,0
"Chr10_22276596",0,0,0
"Chr10_22658780",0,0,0
"Chr10_22723270",0,0,0
"Chr10_22752723",0,0,0
"Chr10_22777683",0,0,0
"Chr10_23277577",0,0,0
"Chr10_24078349",0,0,0
"Chr10_24665427",0,0,0
"Chr10_25585398",0,0,0
"Chr10_26674508",0,0,0
"Chr10_27180569",0,0,0
"Chr10_27714279",0,0,0
"Chr10_27871269",0,0,0
"Chr10_28675598",0,0,0
"Chr10_29163783",0,0,0
"Chr10_30055639",0,0,0
"Chr10_30713902",0,0,0
"Chr10_30914007",0,0,0
"Chr10_31186577",0,0,0
"Chr10_33765011",0,-0.208167203295573,0
"Chr10_34760937",0,0,0
"Chr10_35389979",0,0,0
"Chr10_35434992",0,0,0
"Chr10_35446306",0,0,0
"Chr10_35531781",0,0,0
"Chr10_35750187",0,0,0
"Chr10_36282859",0,0,0
"Chr10_36690630",0,0,0
"Chr10_37226264",0,0,0
"Chr10_37244284",0,0,0
"Chr10_37464944",0,0,0
"Chr10_37484750",0,0,0
"Chr10_38018581",0,0,0
"Chr10_38066111",0,0,0
"Chr10_38457382",0,0,0
"Chr10_38682379",0,0,0
"Chr10_38721182",0,0.320204248359792,0
"Chr10_38753114",0,0,0
"Chr10_38946939",0,0,0
"Chr10_39078264",0,0,0
"Chr10_39207357",0,0,0
"Chr10_39229722",0,0,0
"Chr10_39240560",0,0,0
"Chr10_39391730",0,0,0
"Chr10_39448408",0,0,0
"Chr10_39574876",0,0,0
"Chr10_39783843",0,0,0
"Chr10_40023476",0,0,0
"Chr10_40069713",0,0,0
"Chr10_40109897",0,0,0
"Chr10_40772208",0,0,0
"Chr10_40815842",0,0,0
"Chr10_40825446",0,0,0
"Chr10_41163023",0,0,0
"Chr10_41293730",0,0,0
"Chr10_41480553",0,0,0
"Chr10_41531313",0,0,0
"Chr10_41579578",0,0,0
"Chr10_41585774",0,0,-0.144718138456186
"Chr10_41962432",-0.0424218976431417,0,0
"Chr10_42115373",0,0,0
"Chr10_42151403",0,0,0
"Chr10_42814121",0,0,0
"Chr10_42882284",0,0,0
"Chr10_42941941",0.0392095376989639,0,0
"Chr10_42974254",0,0,0
"Chr10_42999986",0,0,0
"Chr10_43689908",0,0,0
"Chr10_44333009",0,0,0
"Chr10_44408413",0,0,0
"Chr10_44663791",0,0,0
"Chr10_44859256",0,0,0
"Chr10_44958305",0,0,0
"Chr10_46207763",0,0,0
"Chr10_46438569",0.14053419173789,0,0
"Chr10_46544217",0,-0.0292685145521176,0
"Chr10_46704894",0,0,0
"Chr10_47208298",0,0,0
"Chr10_47218929",0,0,0
"Chr10_47243262",0,0,0
"Chr10_47384837",0,0,0
"Chr10_47733309",0,0,0
"Chr10_47746850",0,0,-0.00772229123579587
"Chr10_48303763",0,0,0
"Chr10_48320772",0,0,0
"Chr10_48360649",0,0,0
"Chr10_48361583",0,0,0
"Chr10_48369966",0,0,0
"Chr10_48393799",0,0,0
"Chr10_48530640",0,0,0
"Chr10_48550010",0,0,0
"Chr10_48668636",0,0,0
"Chr10_48713269",0,0,0
"Chr10_48820799",0,0,-0.00576465163902968
"Chr10_48825847",0,0,0
"Chr10_48891202",0,0,0
"Chr10_48971251",0,0,0
"Chr10_49551241",0,0,0
"Chr10_49710674",0,0,0
"Chr10_50003087",0,0,0
"Chr10_50221568",0,0,0
"Chr10_50625646",0,0,0
"Chr10_50694562",0,0,0
"Chr10_50923092",0,0,0
"Chr10_50935255",0,0,0
"Chr11_00211906",0,0,0
"Chr11_00548817",0,0,0
"Chr11_00579682",0,0,0
"Chr11_00617861",0,0,0.113159241339717
"Chr11_00798054",0,0,0
"Chr11_00981805",0,0,0
"Chr11_01025096",0,0,-0.0817057498224614
"Chr11_01053817",0,0,0
"Chr11_01099535",0,0,0
"Chr11_01212659",0,0,0
"Chr11_01287720",0,0,0
"Chr11_01548730",0,0,0
"Chr11_01696659",0,0,0
"Chr11_01717219",0,0,0
"Chr11_01867928",0,0,0
"Chr11_01924848",0,0,0
"Chr11_01957116",0,0,0
"Chr11_01988883",0,0,0
"Chr11_02116338",0,0,0
"Chr11_02283914",-0.030972790074182,0,0
"Chr11_02326030",0,0,0
"Chr11_02594609",0,0,0
"Chr11_02612587",0,0,0
"Chr11_02677716",0,0,0
"Chr11_03319110",0,0,0
"Chr11_03354850",0,0,0
"Chr11_03650452",0,0,0
"Chr11_03684098",0,0,0
"Chr11_03714130",0,0,0
"Chr11_03720287",0,0,-0.0476150950144743
"Chr11_03816967",0,0,0
"Chr11_03935871",0,0,0
"Chr11_04368030",0,0,0
"Chr11_04398990",0,0,0
"Chr11_04445396",0,0,0
"Chr11_04459664",0,0,0
"Chr11_04495196",0,0,0
"Chr11_04544448",0,0,0
"Chr11_04559534",0,0,0
"Chr11_04563763",0,0,0
"Chr11_04632928",0,0,0
"Chr11_04649485",0,0,0
"Chr11_04663372",0,0,0
"Chr11_04733497",0,0,0
"Chr11_04836540",0,0,0
"Chr11_04849215",0,0,0
"Chr11_04861686",0,0,0
"Chr11_04906739",0,0,0
"Chr11_04907358",0,0,0
"Chr11_05005960",0,0,0
"Chr11_05045080",0,0,0
"Chr11_05080411",0,0,0
"Chr11_05088637",0,0,0
"Chr11_05469064",0,0.067657584912275,0
"Chr11_05531075",0,0,0
"Chr11_05728476",0,0,0
"Chr11_05728507",0,0,0
"Chr11_05874781",0,0,0
"Chr11_05902088",0,0,0
"Chr11_06269576",0,0,0
"Chr11_06450078",0,0,0
"Chr11_06789257",0,0,0
"Chr11_06919120",0,0,0
"Chr11_06964895",0,0.04697354324487,0
"Chr11_07111113",0,0,0
"Chr11_07332795",0,0,0
"Chr11_07366941",0,0,0
"Chr11_07378621",0,0,0
"Chr11_07386294",0,0,0
"Chr11_07426123",0,0,0
"Chr11_07552650",0,0,-0.068724936317407
"Chr11_07976088",0,0,0
"Chr11_07998475",0,0,0
"Chr11_07998911",0,0,0
"Chr11_08159001",0,0.0611492363408654,0
"Chr11_08165654",0,0,0
"Chr11_08169476",0,0,0
"Chr11_08260388",0,0,0
"Chr11_08321907",0.0577361587401219,0,0
"Chr11_08340182",0,0,0
"Chr11_08395226",0,0,0
"Chr11_08625862",0,0,0
"Chr11_08681333",0,0,0
"Chr11_08775694",0,0,0
"Chr11_08866178",0,0,0
"Chr11_08915809",0,0,0
"Chr11_08954766",0,0,0
"Chr11_08978047",0,0,0
"Chr11_09035977",-0.143415674099262,0,0
"Chr11_09061735",0,-0.0416383554620893,0
"Chr11_09255727",0,0,0
"Chr11_09350619",0,0.0320250977790018,0
"Chr11_09402000",0,0,0
"Chr11_09547349",0,0,0
"Chr11_09686593",0,0,0
"Chr11_09735485",-0.10650853368849,0,0
"Chr11_09936899",0,0,0
"Chr11_09938996",0,0,0
"Chr11_10273795",0,0,0
"Chr11_10717057",0,0,0
"Chr11_10866891",0,0,0
"Chr11_10948661",0,0,0
"Chr11_11183062",0,0,0
"Chr11_11262647",0,0,0
"Chr11_11328416",0,0,0
"Chr11_11430542",0,0,0
"Chr11_11431674",0,0,0
"Chr11_12321364",0,0,0
"Chr11_12812205",0,0,0
"Chr11_13821913",0,0,0
"Chr11_14978608",0,0,0
"Chr11_15030749",0,0,0
"Chr11_15170220",0,0,0
"Chr11_15554832",0,0,0
"Chr11_15727178",0,0,0
"Chr11_16573882",0,0,-0.2396643454497
"Chr11_16825380",0,0,0
"Chr11_17166640",0,0,0
"Chr11_17806481",0,0,0
"Chr11_18556365",0,0,0
"Chr11_18679228",0,0,0
"Chr11_18715834",0,0,0
"Chr11_18787369",0,-0.148069869983524,0
"Chr11_19013036",0,0,0
"Chr11_19145502",0,0,-0.148036028857675
"Chr11_22125943",0,0,0
"Chr11_23993545",0,0,0
"Chr11_24076535",0,0,0
"Chr11_24381197",0,0,0
"Chr11_24409540",0,0,0
"Chr11_25031036",0,0,0
"Chr11_25048736",0,-0.0632042196161051,0
"Chr11_25071781",0,0,0
"Chr11_25258210",0,0,0
"Chr11_25448477",0,0,0
"Chr11_25745295",0,0,-0.0856557245775996
"Chr11_26006576",0,0,0
"Chr11_26043578",0,0,0
"Chr11_26067361",0,0,0
"Chr11_26135677",0,0.0611310316360604,0
"Chr11_26206942",0,0,0
"Chr11_26237844",0,0,0
"Chr11_26407016",0,0,0
"Chr11_26488410",0,0,0
"Chr11_26535561",0,0,0
"Chr11_26751203",-0.0660482129166027,0,0
"Chr11_27749096",0,0,0
"Chr11_27782720",0,0,0
"Chr11_27918758",0,0,0
"Chr11_28010738",0,0,0
"Chr11_28165448",0.223381319303608,0,0
"Chr11_28367091",0,0,0
"Chr11_28389205",0,0,0
"Chr11_28817845",0,0,0
"Chr11_29273111",0,0,0
"Chr11_29668686",0,-0.138743226856941,0
"Chr11_29719378",0,0,0
"Chr11_30551048",0,0,0
"Chr11_30732647",0,0,0
"Chr11_30855960",0,0,0
"Chr11_30860195",0,0,0.101289909365279
"Chr11_31449975",0,0,0
"Chr11_31646998",0,0,0
"Chr11_31715084",0,0,0
"Chr11_31813089",-0.272014462595636,0,0
"Chr11_31970157",0,0,0
"Chr11_32084324",0,0,0
"Chr11_32147926",0.03457189443027,0,0
"Chr11_32225634",0,0,0
"Chr11_32433567",0,0,0
"Chr11_32587813",0,0,0
"Chr11_32652063",0,0,0
"Chr11_32706684",0,0,0
"Chr11_32771655",0,0,-0.231776178109174
"Chr11_32808644",0,0,0
"Chr11_33235569",0,0,0
"Chr11_33388016",0,0,0
"Chr11_33424346",0,0,0
"Chr11_33521042",0,0,0
"Chr11_33521707",0,0,0
"Chr11_33635932",-0.0468285912075718,0,0
"Chr11_33725185",0,0,0
"Chr11_33790748",0,0,0
"Chr11_33895674",0,0,0
"Chr11_34015673",0,0,0
"Chr11_34028178",0,0,0
"Chr11_34079684",0,0,0
"Chr11_34157335",0,0,0
"Chr11_34159989",0,0,0
"Chr11_34194914",0,0,0
"Chr11_34206356",0,0,0
"Chr11_34263354",0,0,0
"Chr11_34263495",0,0,0.0264200260878539
"Chr11_34298561",0,0,0
"Chr11_34349814",0,0,0
"Chr11_34411329",0,0,0
"Chr11_34411427",0,0,0
"Chr11_34452927",0,-0.0298563229168651,0
"Chr11_34502729",0,0,0
"Chr11_34531167",-0.0402756031668195,0,0
"Chr12_00395024",0,0,0
"Chr12_00400242",0,0,0
"Chr12_00423132",0,0,0
"Chr12_00560183",0,0,0
"Chr12_00570437",0,0,0.274587597936558
"Chr12_00633025",0,0,0
"Chr12_00779597",0,0,0
"Chr12_00887862",0,0,0
"Chr12_00942724",0,0,0
"Chr12_01079911",0,0,0
"Chr12_01080561",0,0,0
"Chr12_01210662",0,0,0
"Chr12_01213098",0,0,-0.0416246614544133
"Chr12_01253028",0,0,0
"Chr12_01282179",0,0,0
"Chr12_01290967",0,0,0
"Chr12_01608174",-0.151437328884749,0,0
"Chr12_01659477",0,0,0
"Chr12_01777676",0,0,0.162472747726488
"Chr12_01853757",0,0,0
"Chr12_02118314",0.0057307538432862,0,0
"Chr12_02537370",0,0,0
"Chr12_02804280",0,0,0
"Chr12_02988309",0,0,0
"Chr12_03149939",0,0,0
"Chr12_03218421",0,0,0
"Chr12_03304815",0,0,0
"Chr12_03464150",0,0,0
"Chr12_03517661",0,0,0
"Chr12_03560677",0,0,0
"Chr12_03666153",0,0,0
"Chr12_03726236",0,0,-0.0504688572525481
"Chr12_03730217",0,0,0
"Chr12_03852630",0,0,0
"Chr12_03866019",0,0,0
"Chr12_03867266",0,0,0
"Chr12_03910343",0,0,0
"Chr12_04006731",0,0,0
"Chr12_04287071",0,0,-0.0737246040342366
"Chr12_04355863",0,0.253546308124551,0
"Chr12_04556686",0,0,0.121003527188204
"Chr12_04574235",0,0,0
"Chr12_04601393",0,0,0
"Chr12_04644855",0,0,0
"Chr12_04677081",0,0,0
"Chr12_04703092",0,0,0
"Chr12_04734365",0,0,0
"Chr12_04749125",0,0,0
"Chr12_04781283",0,0,0
"Chr12_05241843",0,0,0
"Chr12_05268271",0,0,0
"Chr12_05281813",0,0,0
"Chr12_05298444",0,0,0
"Chr12_05334856",0,0,0
"Chr12_05454875",0,0,0
"Chr12_05548256",-0.0322859519396056,0,0
"Chr12_05563039",0,0,0
"Chr12_05701149",0,0,0
"Chr12_05711546",0,0,0
"Chr12_05777732",0,0,0
"Chr12_05828056",0,0,0
"Chr12_06082251",0,0,0
"Chr12_06158308",0,0,0
"Chr12_06225046",0,0,0
"Chr12_06258277",0,0,0
"Chr12_06292197",0,0,0
"Chr12_06409247",0,0,0
"Chr12_06640566",0,0,0
"Chr12_06669929",0,0,0
"Chr12_06745990",0,0,0
"Chr12_06748239",0,0,0
"Chr12_06840159",0,0,0
"Chr12_06881977",0,0,0
"Chr12_06882711",0,0,0
"Chr12_06918336",0,0,0
"Chr12_07602372",0,0,0
"Chr12_07662301",0,0,0
"Chr12_07838326",0,0,0
"Chr12_07844080",0,0,0
"Chr12_07856138",0,0,0
"Chr12_07939677",0,-0.0447763042562552,0
"Chr12_07973773",0,0,0
"Chr12_08004903",0,0.00379066401681575,0
"Chr12_08032155",0,0,0
"Chr12_08052030",0,0,0
"Chr12_08190120",0,0,0
"Chr12_08324249",0,0,0
"Chr12_08613249",0,0,0
"Chr12_08956079",0,0,0
"Chr12_09180903",0.00386539438429252,0,0
"Chr12_09741940",0,0,0
"Chr12_09851764",0,0,0
"Chr12_09976231",0,0,0
"Chr12_10116320",0.0222990541084338,0,0
"Chr12_11109989",0,0,0
"Chr12_11257472",0,0,0
"Chr12_11296522",0,0,0
"Chr12_11300331",0,0,-0.0814031540937297
"Chr12_11660828",0,0,0
"Chr12_13117155",0,0,0
"Chr12_13170339",0,0,0
"Chr12_13752945",0,0,0
"Chr12_14266414",0,0,0
"Chr12_14960219",0,0,0
"Chr12_15023187",0,0,0
"Chr12_15085859",0,0,0
"Chr12_15472539",0,0,0
"Chr12_15669084",0,0,0
"Chr12_15689886",0,0,0
"Chr12_16801091",0,0,0
"Chr12_17655287",0,0,0
"Chr12_18586154",0,0,0
"Chr12_19209371",0,0,0
"Chr12_20261190",0,0,0
"Chr12_20306482",0,0,0
"Chr12_20475060",0,0,0
"Chr12_20764103",0,0,0
"Chr12_20778737",0,0,0
"Chr12_21350413",0,0,0
"Chr12_24266673",0,0,0
"Chr12_25103270",0,0,0
"Chr12_26134673",0,0,0
"Chr12_27695362",0,0,0
"Chr12_31836781",0,0,0
"Chr12_31841828",0,0,0
"Chr12_33232556",0,-0.0935267425375921,0
"Chr12_33568221",0,0,0
"Chr12_33637803",0,0,0
"Chr12_33887757",0,0.0230928037904487,0
"Chr12_34251142",0,0,0
"Chr12_34266634",0,0,0
"Chr12_34376103",0,0,0
"Chr12_34378074",0,0,0
"Chr12_34387632",0,0,0
"Chr12_34531628",0,0,0
"Chr12_34623434",0,0,0
"Chr12_34678918",-0.0666004489633927,0,0
"Chr12_34852127",0,0,0
"Chr12_34898722",0,0,0
"Chr12_34911519",0,0,0
"Chr12_35009621",0,0,0
"Chr12_35009952",0,0,0.19621536194246
"Chr12_35013526",0,0,0
"Chr12_35013570",0,0,0
"Chr12_35018164",0,0,0
"Chr12_35151720",0,0,0
"Chr12_35302887",0,0,0
"Chr12_35308729",0,0,0
"Chr12_35411757",0,0,0
"Chr12_35428704",0,0,0
"Chr12_35436853",0,0,0
"Chr12_35498641",0,0,0
"Chr12_35560599",0,0,0
"Chr12_35567525",0,0,0
"Chr12_35599493",0,0,0
"Chr12_35626904",0,0,0.0598267068923663
"Chr12_35648895",0,0,0
"Chr12_35652658",0,0,0
"Chr12_35746818",0,0,0
"Chr12_35842502",0,0,0
"Chr12_35856420",0,0,0
"Chr12_35931387",0,0,0
"Chr12_35968171",0,0,0
"Chr12_35996572",0,0,-0.148161236572458
"Chr12_36246404",0,0.0781712433362599,0
"Chr12_36266743",0,0,0
"Chr12_36305512",0,0,0
"Chr12_36319733",0,0.173546771822834,0
"Chr12_36360755",0,0,0
"Chr12_36476731",0,0,0
"Chr12_37018099",0,0,0
"Chr12_37406776",0,0,0
"Chr12_37527680",0,0,0
"Chr12_37546963",0,0,0
"Chr12_37710650",0.239616687424413,0,0
"Chr12_37735208",0,0,0
"Chr12_37782753",0.0794337788721022,0,0
"Chr12_37793200",0,0,0
"Chr12_37874146",0,0,0
"Chr12_38008720",0,0,0
"Chr12_38188901",0,0,0
"Chr12_38189524",0,-0.0169114113679473,0
"Chr12_38485893",0.159547777384246,0,0
"Chr12_38831525",0,0,0
"Chr12_38865042",0.142143511064278,0,0
"Chr12_38891613",0,0,0
"Chr12_39047966",0,0,0
"Chr12_39104343",0,0,0
"Chr12_39127963",0,0,0
"Chr12_39221871",0,0,0
"Chr12_39344741",0,0,0
"Chr12_39358195",0,0,0
"Chr12_39393245",0,0,0
"Chr12_39401148",0,0,0
"Chr12_39438311",0,0.0106217029199077,0
"Chr12_39532245",0,0,0
"Chr12_39627738",0,0,0
"Chr12_39803670",0,0.0728554411274936,0
"Chr12_39871832",0,0,0
"Chr12_39875917",0,0,0
"Chr13_00558636",0,0,0
"Chr13_00951557",0,0,0
"Chr13_02338594",0,0,0
"Chr13_02572630",0,0,0
"Chr13_02702892",0,0,0
"Chr13_04707081",0,0,0
"Chr13_09729173",0,0,0
"Chr13_10159737",0,0,0
"Chr13_10177191",0,0,0
"Chr13_10202537",0,0,0
"Chr13_10210781",0,0,0
"Chr13_10283424",0,0,0
"Chr13_10375467",0,0,0
"Chr13_10633007",0,0,0
"Chr13_10705473",0,0.0252353925600244,0
"Chr13_10880896",0,0,0
"Chr13_10957031",0,0,0
"Chr13_11573855",0,0,0
"Chr13_12230980",0,0,0
"Chr13_13029164",0.00757633290303655,0,0
"Chr13_13638191",0,0,0
"Chr13_13698877",0,0,0
"Chr13_13701809",0,0,0
"Chr13_13740780",0,0,0
"Chr13_13879678",0,0,0
"Chr13_13910679",0,0,0
"Chr13_13995755",0,0.0109923154221375,0
"Chr13_14062401",0,0,0
"Chr13_14520395",0,0,0
"Chr13_14668686",0,0,0
"Chr13_14708523",-0.290928579317399,0,0
"Chr13_15004876",0,0,0
"Chr13_15051151",0,0,0
"Chr13_15080223",0,0,0
"Chr13_15140236",0,0,0
"Chr13_15168831",0,0,0
"Chr13_15182722",0,0,0
"Chr13_15204903",0,0,0
"Chr13_15286726",0,0,0
"Chr13_15366104",0,0,0
"Chr13_15936312",0,0,0
"Chr13_16413266",0,0,-0.00289783351381879
"Chr13_17123330",0,0,0
"Chr13_17181565",0,0,0
"Chr13_17962906",0,-0.0688313541082874,0
"Chr13_18095383",0,0,0
"Chr13_18958038",0,0,0
"Chr13_19120876",0,0,0
"Chr13_20035127",0,0,0
"Chr13_20614551",0,0,0
"Chr13_20627836",0,0,0
"Chr13_20756630",0,0,0
"Chr13_20824876",0,0,0
"Chr13_21500377",0,-0.323348974185927,0
"Chr13_21682314",0,0,0
"Chr13_21687311",0,0,0
"Chr13_22077201",0,0,0
"Chr13_22240241",0,0,0
"Chr13_22298981",0,0,0
"Chr13_22344990",0,0,0
